post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,keywords,Predictions
"вирусолог: немско изследване откри подобен вирус на ковид в прилепи, които живеят в българия",18-11-20 0:21,-0.25523278298031227,-0.23254283871199408,-0.08661184244587967,petel.bg,1,българия,True,14,5.642857143,0,"['вирусолог', ':', 'немско', 'изследване', 'откри', 'подобен', 'вирус', 'на', 'ковид', 'в', 'прилепи', ',', 'които', 'живеят', 'в', 'българия']","['вирусолог', 'немско', 'изследване', 'откри', 'подобен', 'вирус', 'на', 'ковид', 'в', 'прилепи', 'които', 'живеят', 'в', 'българия']",4,2,0,немско изследване откри подобен вирус на ковид в прилепи които живеят в българия вирусолог,1
българия е поискала да назначи за почетен консул в македония еквивалент на делян пеевски там,11/11/2020 11:49,-0.28824676165406565,-0.2657322876615401,-0.4549351993048465,petel.bg,1,там,True,15,5.2,0,"['българия', 'е', 'поискала', 'да', 'назначи', 'за', 'почетен', 'консул', 'в', 'македония', 'еквивалент', 'на', 'делян', 'пеевски', 'там']","['българия', 'е', 'поискала', 'да', 'назначи', 'за', 'почетен', 'консул', 'в', 'македония', 'еквивалент', 'на', 'делян', 'пеевски', 'там']",6,0,0,българия е поискала да назначи за почетен консул в македония еквивалент на делян пеевски там,1
нинова с план от 4 стъпки за излизане на българия от кризата. гарантиран базов доход за всички в,10/11/2020 7:20,0.08856796044980905,-0.149569216338129,1.0446670393352326,petel.bg,1,в,False,18,4.388888889,0,"['нинова', 'с', 'план', 'от', '4', 'стъпки', 'за', 'излизане', 'на', 'българия', 'от', 'кризата', '.', 'гарантиран', 'базов', 'доход', 'за', 'всички', 'в']","['нинова', 'с', 'план', 'от', '4', 'стъпки', 'за', 'излизане', 'на', 'българия', 'от', 'кризата', 'гарантиран', 'базов', 'доход', 'за', 'всички', 'в']",8,1,0,нинова с план от 4 стъпки за излизане на българия от кризата гарантиран базов доход за всички в,1
борисов за полицаите: преживяха и изтърпяха много. винаги бяха на първа линия срещу вируса,8/11/2020 11:42,0.3356035939741015,-0.19935338976244804,1.8273541726605373,petel.bg,1,вируса,True,14,5.5,0,"['борисов', 'за', 'полицаите', ':', 'преживяха', 'и', 'изтърпяха', 'много', '.', 'винаги', 'бяха', 'на', 'първа', 'линия', 'срещу', 'вируса']","['борисов', 'за', 'полицаите', 'преживяха', 'и', 'изтърпяха', 'много', 'винаги', 'бяха', 'на', 'първа', 'линия', 'срещу', 'вируса']",7,2,0,винаги бяха на първа линия срещу вируса преживяха и изтърпяха много борисов за полицаите,1
българия се моли за коцето и за баща му. току що се пусна. диша тежко,6/11/2020 20:47,3.5197449164047283,2.1488001234179332,7.391667742351358,petel.bg,1,тежко,True,15,3.666666667,0,"['българия', 'се', 'моли', 'за', 'коцето', 'и', 'за', 'баща', 'му', '.', 'току', 'що', 'се', 'пусна', '.', 'диша', 'тежко']","['българия', 'се', 'моли', 'за', 'коцето', 'и', 'за', 'баща', 'му', 'току', 'що', 'се', 'пусна', 'диша', 'тежко']",6,2,0,българия се моли за коцето и за баща му току що се пусна диша тежко,1
"не търсете лекар, ако имате температура. истинският тревожен симптом за ковид 19 е",5/11/2020 20:40,0.5598709663440813,2.0160423276197497,-0.12607505925219753,petel.bg,1,е,False,13,5.384615385,0,"['не', 'търсете', 'лекар', ',', 'ако', 'имате', 'температура', '.', 'истинският', 'тревожен', 'симптом', 'за', 'ковид', '19', 'е']","['не', 'търсете', 'лекар', 'ако', 'имате', 'температура', 'истинският', 'тревожен', 'симптом', 'за', 'ковид', '19', 'е']",4,2,0,истинският тревожен симптом за ковид 19 е не търсете лекар ако имате температура,1
нова услуга! викаш у дома лаборант за pcr тест за ковид. цената е,5/11/2020 12:47,-0.15619084695905214,0.09105428854607973,0.7092296964815308,petel.bg,1,е,False,13,4.076923077,0,"['нова', 'услуга', '!', 'викаш', 'у', 'дома', 'лаборант', 'за', 'pcr', 'тест', 'за', 'ковид', '.', 'цената', 'е']","['нова', 'услуга', 'викаш', 'у', 'дома', 'лаборант', 'за', 'pcr', 'тест', 'за', 'ковид', 'цената', 'е']",5,2,1,викаш у дома лаборант за pcr тест за ковид цената е нова услуга,1
край със спирането на аварийки! почнаха глоби наред. фишовете почват от,4/11/2020 19:15,-0.16529815142077722,-0.09148768067642343,-0.1458066676553565,petel.bg,1,от,False,11,5.545454545,0,"['край', 'със', 'спирането', 'на', 'аварийки', '!', 'почнаха', 'глоби', 'наред', '.', 'фишовете', 'почват', 'от']","['край', 'със', 'спирането', 'на', 'аварийки', 'почнаха', 'глоби', 'наред', 'фишовете', 'почват', 'от']",3,2,1,край със спирането на аварийки фишовете почват от почнаха глоби наред,1
проф. коста костов разкри откъде тръгна пандемията с коронавируса. основна причина за заразата е✅,30-10-20 9:32,-0.30646137057751577,-0.2657322876615401,-0.4286263881006346,petel.bg,1,е✅,True,14,6.0,0,"['проф', '.', 'коста', 'костов', 'разкри', 'откъде', 'тръгна', 'пандемията', 'с', 'коронавируса', '.', 'основна', 'причина', 'за', 'заразата', 'е✅']","['проф', 'коста', 'костов', 'разкри', 'откъде', 'тръгна', 'пандемията', 'с', 'коронавируса', 'основна', 'причина', 'за', 'заразата', 'е']",3,2,0,коста костов разкри откъде тръгна пандемията с коронавируса основна причина за заразата е ✅ проф,1
"извънредно! затварят наред гимназии, университети до",27-10-20 20:41,0.4164309210719115,1.402037522053148,1.96547543148265,petel.bg,1,до,False,6,7.833333333,1,"['извънредно', '!', 'затварят', 'наред', 'гимназии', ',', 'университети', 'до']","['извънредно', 'затварят', 'наред', 'гимназии', 'университети', 'до']",1,2,1,затварят наред гимназии университети до извънредно,1
"dailymail: аспиринът удря ковид 19. вече има данни. откриха, че пази от",27-10-20 19:17,4.603514147350012,18.909471842938682,1.6760785082363188,petel.bg,1,от,False,12,5.0,0,"['dailymail', ':', 'аспиринът', 'удря', 'ковид', '19.', 'вече', 'има', 'данни', '.', 'откриха', ',', 'че', 'пази', 'от']","['dailymail', 'аспиринът', 'удря', 'ковид', '19', 'вече', 'има', 'данни', 'откриха', 'че', 'пази', 'от']",4,4,0,аспиринът удря ковид 19 че пази от вече има данни откриха dailymail,1
168 часа: баща на три деца и 6-годишният му син са загиналите в тежката катастрофа край силистра. днес празнували рожден ден на най-малкото,24-10-20 22:36,0.21379339679852874,0.20721735986949086,1.1170162701468156,petel.bg,1,най-малкото,True,23,5.086956522,0,"['168', 'часа', ':', 'баща', 'на', 'три', 'деца', 'и', '6-годишният', 'му', 'син', 'са', 'загиналите', 'в', 'тежката', 'катастрофа', 'край', 'силистра', '.', 'днес', 'празнували', 'рожден', 'ден', 'на', 'най-малкото']","['168', 'часа', 'баща', 'на', 'три', 'деца', 'и', '6годишният', 'му', 'син', 'са', 'загиналите', 'в', 'тежката', 'катастрофа', 'край', 'силистра', 'днес', 'празнували', 'рожден', 'ден', 'на', 'наймалкото']",11,4,0,годишният му син са загиналите в тежката катастрофа край силистра днес празнували рожден ден на най баща на три деца и 6 168 часа малкото,1
"„живеят, обирайки пладнешки

нещо кат' марешки - обират и бабички

но се чудя най-много кое е най-лошо

днеска бат бойко или вчера бай тошо, а?“",23-10-20 19:50,-0.22563404347970578,-0.19935338976244804,-0.4549351993048465,petel.bg,1,а?“,True,25,4.68,0,"['„', 'живеят', ',', 'обирайки', 'пладнешки', 'нещо', 'кат', ""'"", 'марешки', '-', 'обират', 'и', 'бабички', 'но', 'се', 'чудя', 'най-много', 'кое', 'е', 'най-лошо', 'днеска', 'бат', 'бойко', 'или', 'вчера', 'бай', 'тошо', ',', 'а', '?', '“']","['', 'живеят', 'обирайки', 'пладнешки', 'нещо', 'кат', 'марешки', 'обират', 'и', 'бабички', 'но', 'се', 'чудя', 'наймного', 'кое', 'е', 'найлошо', 'днеска', 'бат', 'бойко', 'или', 'вчера', 'бай', 'тошо', 'а', '']",7,7,0,лошо днеска бат бойко или вчера бай тошо обират и бабички но се чудя най много кое е най обирайки пладнешки нещо кат „ живеят а ?“ марешки,1
"внезапно съобщение от външно за всички българи във великобритания. няма да можете да излезете и влезете, ако веднага не",16-10-20 19:30,0.10222891714239665,2.4558025262012344,-0.2707735208753631,petel.bg,1,не,False,19,5.315789474,0,"['внезапно', 'съобщение', 'от', 'външно', 'за', 'всички', 'българи', 'във', 'великобритания', '.', 'няма', 'да', 'можете', 'да', 'излезете', 'и', 'влезете', ',', 'ако', 'веднага', 'не']","['внезапно', 'съобщение', 'от', 'външно', 'за', 'всички', 'българи', 'във', 'великобритания', 'няма', 'да', 'можете', 'да', 'излезете', 'и', 'влезете', 'ако', 'веднага', 'не']",10,2,0,внезапно съобщение от външно за всички българи във великобритания няма да можете да излезете и влезете ако веднага не,1
"горките хора в смолян. плачат, гледайки какво остана от къщите им. ураганът мете наред в",13-10-20 17:40,-0.24726389157630282,-0.19935338976244804,-0.36943156289115775,petel.bg,1,в,False,15,4.933333333,0,"['горките', 'хора', 'в', 'смолян', '.', 'плачат', ',', 'гледайки', 'какво', 'остана', 'от', 'къщите', 'им', '.', 'ураганът', 'мете', 'наред', 'в']","['горките', 'хора', 'в', 'смолян', 'плачат', 'гледайки', 'какво', 'остана', 'от', 'къщите', 'им', 'ураганът', 'мете', 'наред', 'в']",5,3,0,гледайки какво остана от къщите им ураганът мете наред в горките хора в смолян плачат,1
нова кървава баня. проходът на републиката е затворена. бус и тир в адско меле. загинал е,13-10-20 11:31,-0.2506791307494497,-0.24084020094938058,-0.39574037409536966,petel.bg,1,е,False,16,4.625,2,"['нова', 'кървава', 'баня', '.', 'проходът', 'на', 'републиката', 'е', 'затворена', '.', 'бус', 'и', 'тир', 'в', 'адско', 'меле', '.', 'загинал', 'е']","['нова', 'кървава', 'баня', 'проходът', 'на', 'републиката', 'е', 'затворена', 'бус', 'и', 'тир', 'в', 'адско', 'меле', 'загинал', 'е']",6,3,0,бус и тир в адско меле проходът на републиката е затворена нова кървава баня загинал е,1
българия не е икономическо чудо. не е дори над средното ниво. намираме се малко над ниво junk,13-10-20 8:02,-0.16529815142077722,-0.016811420539944864,-0.25761911527325715,petel.bg,1,junk,True,17,4.529411765,0,"['българия', 'не', 'е', 'икономическо', 'чудо', '.', 'не', 'е', 'дори', 'над', 'средното', 'ниво', '.', 'намираме', 'се', 'малко', 'над', 'ниво', 'junk']","['българия', 'не', 'е', 'икономическо', 'чудо', 'не', 'е', 'дори', 'над', 'средното', 'ниво', 'намираме', 'се', 'малко', 'над', 'ниво', 'junk']",9,2,0,намираме се малко над ниво junk не е дори над средното ниво българия не е икономическо чудо,1
"жена отиде на пожар в родилното, мислейки погрешка, че са й изтекли водите. потъна в срам. оказа се",11/10/2020 8:08,-0.29166200082721255,-0.2823270121363131,-0.4549351993048465,petel.bg,1,се,False,18,4.555555556,0,"['жена', 'отиде', 'на', 'пожар', 'в', 'родилното', ',', 'мислейки', 'погрешка', ',', 'че', 'са', 'й', 'изтекли', 'водите', '.', 'потъна', 'в', 'срам', '.', 'оказа', 'се']","['жена', 'отиде', 'на', 'пожар', 'в', 'родилното', 'мислейки', 'погрешка', 'че', 'са', 'й', 'изтекли', 'водите', 'потъна', 'в', 'срам', 'оказа', 'се']",7,4,0,жена отиде на пожар в родилното че са й изтекли водите потъна в срам оказа се мислейки погрешка,1
бившата жена на борисов за протестиращите в българия: аборигени. ако бяха в сащ полицаите щяха да ги,16-09-20 13:42,0.3629255073592767,0.057864839596533706,2.7744713760121664,petel.bg,1,ги,False,17,4.941176471,0,"['бившата', 'жена', 'на', 'борисов', 'за', 'протестиращите', 'в', 'българия', ':', 'аборигени', '.', 'ако', 'бяха', 'в', 'сащ', 'полицаите', 'щяха', 'да', 'ги']","['бившата', 'жена', 'на', 'борисов', 'за', 'протестиращите', 'в', 'българия', 'аборигени', 'ако', 'бяха', 'в', 'сащ', 'полицаите', 'щяха', 'да', 'ги']",8,2,0,бившата жена на борисов за протестиращите в българия ако бяха в сащ полицаите щяха да ги аборигени,1
след 6 месеца за пръв път журналистка от биволъ пита директно борисов: имате ли дете от борислава йовчева? той отговори,12/9/2020 14:05,1.3863588462456313,0.5723012983144972,1.7813137530531664,petel.bg,1,отговори,False,20,5.0,0,"['след', '6', 'месеца', 'за', 'пръв', 'път', 'журналистка', 'от', 'биволъ', 'пита', 'директно', 'борисов', ':', 'имате', 'ли', 'дете', 'от', 'борислава', 'йовчева', '?', 'той', 'отговори']","['след', '6', 'месеца', 'за', 'пръв', 'път', 'журналистка', 'от', 'биволъ', 'пита', 'директно', 'борисов', 'имате', 'ли', 'дете', 'от', 'борислава', 'йовчева', 'той', 'отговори']",6,2,0,след 6 месеца за пръв път журналистка от биволъ пита директно борисов имате ли дете от борислава йовчева той отговори,1
politico: лидерът на енп доналд туск отказа помощ на бойко борисов,11/9/2020 8:12,0.20127085316365675,-0.06659559396426391,-0.310236737681681,petel.bg,1,борисов,True,11,5.090909091,0,"['politico', ':', 'лидерът', 'на', 'енп', 'доналд', 'туск', 'отказа', 'помощ', 'на', 'бойко', 'борисов']","['politico', 'лидерът', 'на', 'енп', 'доналд', 'туск', 'отказа', 'помощ', 'на', 'бойко', 'борисов']",2,1,0,лидерът на енп доналд туск отказа помощ на бойко борисов politico,1
важно за всички с пари в банките. инфлацията изяджа парите ви вече. махнаха лихвите в,8/9/2020 16:49,-0.20058895620996184,0.16573054868255832,-0.34969995448799884,petel.bg,1,в,False,15,4.733333333,0,"['важно', 'за', 'всички', 'с', 'пари', 'в', 'банките', '.', 'инфлацията', 'изяджа', 'парите', 'ви', 'вече', '.', 'махнаха', 'лихвите', 'в']","['важно', 'за', 'всички', 'с', 'пари', 'в', 'банките', 'инфлацията', 'изяджа', 'парите', 'ви', 'вече', 'махнаха', 'лихвите', 'в']",7,2,0,важно за всички с пари в банките инфлацията изяджа парите ви вече махнаха лихвите в,1
кошмар на опашките за 50 лева от борисов. викат полиция. хората чакат поне по,8/9/2020 12:44,-0.23701817405686212,-0.21594811423722104,0.41983277323519974,petel.bg,1,по,False,14,4.571428571,1,"['кошмар', 'на', 'опашките', 'за', '50', 'лева', 'от', 'борисов', '.', 'викат', 'полиция', '.', 'хората', 'чакат', 'поне', 'по']","['кошмар', 'на', 'опашките', 'за', '50', 'лева', 'от', 'борисов', 'викат', 'полиция', 'хората', 'чакат', 'поне', 'по']",5,2,0,кошмар на опашките за 50 лева от борисов хората чакат поне по викат полиция,1
"откриха мъртъв младият дарин край драгалевци. приятелката му написа, че е",7/9/2020 18:05,0.672573859057929,0.5059224004154051,2.261449557530034,petel.bg,1,е,False,11,5.727272727,0,"['откриха', 'мъртъв', 'младият', 'дарин', 'край', 'драгалевци', '.', 'приятелката', 'му', 'написа', ',', 'че', 'е']","['откриха', 'мъртъв', 'младият', 'дарин', 'край', 'драгалевци', 'приятелката', 'му', 'написа', 'че', 'е']",3,2,0,откриха мъртъв младият дарин край драгалевци приятелката му написа че е,1
"""това няма да го видите по бнт и нова! там каракачанов ще ви разкаже как протестиращите бият с железни тръби полицаите. p.s. гледайте внимателно, с какво арестуваните провокират ""органите на реда""! и двамата са нападнати в гръб"", написа гюров.",3/9/2020 14:14,0.29917437612720127,2.8872653625453326,0.32117473121940504,petel.bg,1,гюров.,True,39,5.256410256,0,"['``', 'това', 'няма', 'да', 'го', 'видите', 'по', 'бнт', 'и', 'нова', '!', 'там', 'каракачанов', 'ще', 'ви', 'разкаже', 'как', 'протестиращите', 'бият', 'с', 'железни', 'тръби', 'полицаите', '.', 'p.s', '.', 'гледайте', 'внимателно', ',', 'с', 'какво', 'арестуваните', 'провокират', '``', 'органите', 'на', 'реда', ""''"", '!', 'и', 'двамата', 'са', 'нападнати', 'в', 'гръб', ""''"", ',', 'написа', 'гюров', '.']","['', 'това', 'няма', 'да', 'го', 'видите', 'по', 'бнт', 'и', 'нова', 'там', 'каракачанов', 'ще', 'ви', 'разкаже', 'как', 'протестиращите', 'бият', 'с', 'железни', 'тръби', 'полицаите', 'ps', 'гледайте', 'внимателно', 'с', 'какво', 'арестуваните', 'провокират', '', 'органите', 'на', 'реда', '', 'и', 'двамата', 'са', 'нападнати', 'в', 'гръб', '', 'написа', 'гюров']",19,12,2,"там каракачанов ще ви разкаже как протестиращите бият с железни тръби полицаите това няма да го видите по бнт и нова и двамата са нападнати в гръб "", написа гюров с какво арестуваните провокират органите на реда ""! гледайте внимателно p",1
нова атака на полицията в момента. бият хора заради бойко борисов. още в https://petel.bg/m/index.php,2/9/2020 22:55,0.6554976631921945,2.339639454877823,2.228563543524769,petel.bg,1,https://petel.bg/m/index.php,True,14,6.285714286,0,"['нова', 'атака', 'на', 'полицията', 'в', 'момента', '.', 'бият', 'хора', 'заради', 'бойко', 'борисов', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['нова', 'атака', 'на', 'полицията', 'в', 'момента', 'бият', 'хора', 'заради', 'бойко', 'борисов', 'още', 'в', 'https', 'petelbgmindexphp']",7,5,0,нова атака на полицията в момента още в https :// petel бият хора заради бойко борисов php index bg,1
"истинска война заради бойко борисов, корупцията и мафията. полицията атакува протеста, но бе посрещната с камъни, бомби и яростен отпор. има ранени. още в https://petel.bg/m/index.php",2/9/2020 22:11,3.241972130322114,8.197577194472698,9.193821309839874,petel.bg,1,https://petel.bg/m/index.php,True,25,6.36,1,"['истинска', 'война', 'заради', 'бойко', 'борисов', ',', 'корупцията', 'и', 'мафията', '.', 'полицията', 'атакува', 'протеста', ',', 'но', 'бе', 'посрещната', 'с', 'камъни', ',', 'бомби', 'и', 'яростен', 'отпор', '.', 'има', 'ранени', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['истинска', 'война', 'заради', 'бойко', 'борисов', 'корупцията', 'и', 'мафията', 'полицията', 'атакува', 'протеста', 'но', 'бе', 'посрещната', 'с', 'камъни', 'бомби', 'и', 'яростен', 'отпор', 'има', 'ранени', 'още', 'в', 'https', 'petelbgmindexphp']",9,9,0,още в https :// petel но бе посрещната с камъни истинска война заради бойко борисов бомби и яростен отпор корупцията и мафията полицията атакува протеста има ранени php index bg,1
извънредно! ескалация в софия. летят бомби и предмети. още в https://petel.bg/m/index.php,2/9/2020 20:59,2.213985139204897,1.2194955528306448,3.4124600477143057,petel.bg,1,https://petel.bg/m/index.php,True,11,7.181818182,1,"['извънредно', '!', 'ескалация', 'в', 'софия', '.', 'летят', 'бомби', 'и', 'предмети', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['извънредно', 'ескалация', 'в', 'софия', 'летят', 'бомби', 'и', 'предмети', 'още', 'в', 'https', 'petelbgmindexphp']",4,6,1,още в https :// petel летят бомби и предмети ескалация в софия извънредно php index bg,1
"борисов със самолета. изненадващо обяви, че извън българия. аз съм в",24-08-20 12:24,-0.17212862976707102,-0.19105602752506154,-0.04714862563956179,petel.bg,1,в,False,11,5.272727273,0,"['борисов', 'със', 'самолета', '.', 'изненадващо', 'обяви', ',', 'че', 'извън', 'българия', '.', 'аз', 'съм', 'в']","['борисов', 'със', 'самолета', 'изненадващо', 'обяви', 'че', 'извън', 'българия', 'аз', 'съм', 'в']",5,3,0,че извън българия борисов със самолета аз съм в изненадващо обяви,1
млада жена загина при инцидент с джет в балчик,23-08-20 16:00,-0.24157182628772467,-0.2574349254241536,-0.44178079370274054,petel.bg,1,балчик,True,9,4.222222222,0,"['млада', 'жена', 'загина', 'при', 'инцидент', 'с', 'джет', 'в', 'балчик']","['млада', 'жена', 'загина', 'при', 'инцидент', 'с', 'джет', 'в', 'балчик']",3,0,0,млада жена загина при инцидент с джет в балчик,1
зловещо убийство край пловдив,22-08-20 23:10,-0.2677553266151842,-0.23254283871199408,-0.3891631712943167,petel.bg,1,пловдив,True,4,6.5,1,"['зловещо', 'убийство', 'край', 'пловдив']","['зловещо', 'убийство', 'край', 'пловдив']",0,0,0,зловещо убийство край пловдив,1
крум савов смая зрителите. журналистите му завидяха. заплатати ми в тв 7/8 при слави е,21-08-20 21:25,0.4972582481697215,-0.166163940812902,0.7552701160889017,petel.bg,1,е,False,15,4.8,0,"['крум', 'савов', 'смая', 'зрителите', '.', 'журналистите', 'му', 'завидяха', '.', 'заплатати', 'ми', 'в', 'тв', '7/8', 'при', 'слави', 'е']","['крум', 'савов', 'смая', 'зрителите', 'журналистите', 'му', 'завидяха', 'заплатати', 'ми', 'в', 'тв', '78', 'при', 'слави', 'е']",5,2,0,заплатати ми в тв 7 крум савов смая зрителите 8 при слави е журналистите му завидяха,1
почна се! българия е беларус! гдбоп и мвр нахлуха в дома на един от най-активните протестиращи,20-08-20 21:39,0.6873732288082323,1.0535483080829147,0.8736597665078553,petel.bg,1,протестиращи,True,16,4.9375,0,"['почна', 'се', '!', 'българия', 'е', 'беларус', '!', 'гдбоп', 'и', 'мвр', 'нахлуха', 'в', 'дома', 'на', 'един', 'от', 'най-активните', 'протестиращи']","['почна', 'се', 'българия', 'е', 'беларус', 'гдбоп', 'и', 'мвр', 'нахлуха', 'в', 'дома', 'на', 'един', 'от', 'найактивните', 'протестиращи']",7,3,2,гдбоп и мвр нахлуха в дома на един от най българия е беларус почна се активните протестиращи,1
плевнелиев със всичката си сила помете радев: иска тотално да го,19-08-20 9:10,0.08742954739209342,-0.11637976738858295,2.6955449423995304,petel.bg,1,го,False,11,4.909090909,0,"['плевнелиев', 'със', 'всичката', 'си', 'сила', 'помете', 'радев', ':', 'иска', 'тотално', 'да', 'го']","['плевнелиев', 'със', 'всичката', 'си', 'сила', 'помете', 'радев', 'иска', 'тотално', 'да', 'го']",5,1,0,плевнелиев със всичката си сила помете радев иска тотално да го,1
след дълго мълчание гешев се появи отново по-нахъсан отвсякога и се закани: продължаваме с,18-08-20 12:30,0.05896922094920258,-0.21594811423722104,0.6763436824762659,petel.bg,1,с,False,14,5.5,0,"['след', 'дълго', 'мълчание', 'гешев', 'се', 'появи', 'отново', 'по-нахъсан', 'отвсякога', 'и', 'се', 'закани', ':', 'продължаваме', 'с']","['след', 'дълго', 'мълчание', 'гешев', 'се', 'появи', 'отново', 'понахъсан', 'отвсякога', 'и', 'се', 'закани', 'продължаваме', 'с']",6,2,0,след дълго мълчание гешев се появи отново по нахъсан отвсякога и се закани продължаваме с,1
европейски сайт пусна разобличаваща публикация за корупцията в българия и го удариха мигновено. интернет доставчикът разкри кой стои зад атаката. това е,18-08-20 10:04,-0.21994197819112762,-0.14127185410074247,-0.4088947796974756,petel.bg,1,е,False,22,5.954545455,0,"['европейски', 'сайт', 'пусна', 'разобличаваща', 'публикация', 'за', 'корупцията', 'в', 'българия', 'и', 'го', 'удариха', 'мигновено', '.', 'интернет', 'доставчикът', 'разкри', 'кой', 'стои', 'зад', 'атаката', '.', 'това', 'е']","['европейски', 'сайт', 'пусна', 'разобличаваща', 'публикация', 'за', 'корупцията', 'в', 'българия', 'и', 'го', 'удариха', 'мигновено', 'интернет', 'доставчикът', 'разкри', 'кой', 'стои', 'зад', 'атаката', 'това', 'е']",8,2,0,европейски сайт пусна разобличаваща публикация за корупцията в българия и го удариха мигновено интернет доставчикът разкри кой стои зад атаката това е,1
"радан кънев: не сме 1971 година, той не е тодор живков, герб не е бкп. борисов не може да",18-08-20 7:00,0.03847778591032118,-0.08319031843903693,-0.06688023404272073,petel.bg,1,да,False,19,3.736842105,0,"['радан', 'кънев', ':', 'не', 'сме', '1971', 'година', ',', 'той', 'не', 'е', 'тодор', 'живков', ',', 'герб', 'не', 'е', 'бкп', '.', 'борисов', 'не', 'може', 'да']","['радан', 'кънев', 'не', 'сме', '1971', 'година', 'той', 'не', 'е', 'тодор', 'живков', 'герб', 'не', 'е', 'бкп', 'борисов', 'не', 'може', 'да']",11,4,0,той не е тодор живков герб не е бкп не сме 1971 година борисов не може да радан кънев,1
екшън във варна! президентът радев е тук. кметът на герб портних излезе при хората и те мощно го,17-08-20 19:12,1.0539422333926662,0.41465141580415354,0.5119136124499414,petel.bg,1,го,False,18,4.388888889,0,"['екшън', 'във', 'варна', '!', 'президентът', 'радев', 'е', 'тук', '.', 'кметът', 'на', 'герб', 'портних', 'излезе', 'при', 'хората', 'и', 'те', 'мощно', 'го']","['екшън', 'във', 'варна', 'президентът', 'радев', 'е', 'тук', 'кметът', 'на', 'герб', 'портних', 'излезе', 'при', 'хората', 'и', 'те', 'мощно', 'го']",8,2,1,кметът на герб портних излезе при хората и те мощно го президентът радев е тук екшън във варна,1
извънредно! тревога в гърция. торпедата и оръдията са заредени за удар. турска подводница навлезе в гърция. всеки момент ще,15-08-20 20:58,-0.18578958645965862,-0.09978504291380995,-0.25761911527325715,petel.bg,1,ще,False,19,5.526315789,1,"['извънредно', '!', 'тревога', 'в', 'гърция', '.', 'торпедата', 'и', 'оръдията', 'са', 'заредени', 'за', 'удар', '.', 'турска', 'подводница', 'навлезе', 'в', 'гърция', '.', 'всеки', 'момент', 'ще']","['извънредно', 'тревога', 'в', 'гърция', 'торпедата', 'и', 'оръдията', 'са', 'заредени', 'за', 'удар', 'турска', 'подводница', 'навлезе', 'в', 'гърция', 'всеки', 'момент', 'ще']",7,4,1,торпедата и оръдията са заредени за удар турска подводница навлезе в гърция тревога в гърция всеки момент ще извънредно,1
"дядо николай: борисов, със смелост и чиста православна вяра, защити българската църква от дявола",15-08-20 19:04,0.22745435349111634,-0.09978504291380995,2.0444018650952858,petel.bg,1,дявола,True,14,5.928571429,0,"['дядо', 'николай', ':', 'борисов', ',', 'със', 'смелост', 'и', 'чиста', 'православна', 'вяра', ',', 'защити', 'българската', 'църква', 'от', 'дявола']","['дядо', 'николай', 'борисов', 'със', 'смелост', 'и', 'чиста', 'православна', 'вяра', 'защити', 'българската', 'църква', 'от', 'дявола']",3,3,0,със смелост и чиста православна вяра защити българската църква от дявола дядо николай борисов,1
адвокат сигнализира агенцията за закрила на детето заради снимката на борисов с внуците му. на снимката се вижда,14-08-20 22:35,1.8849837655250787,1.012061496895982,5.365889279627041,petel.bg,1,вижда,False,18,5.277777778,0,"['адвокат', 'сигнализира', 'агенцията', 'за', 'закрила', 'на', 'детето', 'заради', 'снимката', 'на', 'борисов', 'с', 'внуците', 'му', '.', 'на', 'снимката', 'се', 'вижда']","['адвокат', 'сигнализира', 'агенцията', 'за', 'закрила', 'на', 'детето', 'заради', 'снимката', 'на', 'борисов', 'с', 'внуците', 'му', 'на', 'снимката', 'се', 'вижда']",8,1,0,адвокат сигнализира агенцията за закрила на детето заради снимката на борисов с внуците му на снимката се вижда,1
"социологическа агенция показа тотален успех за герб, дпс и нфсб. ако изборите са днес слави и дб извън парламента. пълен победител е",14-08-20 19:50,0.032785720621743016,-0.19935338976244804,1.2551375289689282,petel.bg,1,е,False,22,5.045454545,0,"['социологическа', 'агенция', 'показа', 'тотален', 'успех', 'за', 'герб', ',', 'дпс', 'и', 'нфсб', '.', 'ако', 'изборите', 'са', 'днес', 'слави', 'и', 'дб', 'извън', 'парламента', '.', 'пълен', 'победител', 'е']","['социологическа', 'агенция', 'показа', 'тотален', 'успех', 'за', 'герб', 'дпс', 'и', 'нфсб', 'ако', 'изборите', 'са', 'днес', 'слави', 'и', 'дб', 'извън', 'парламента', 'пълен', 'победител', 'е']",7,3,0,ако изборите са днес слави и дб извън парламента социологическа агенция показа тотален успех за герб дпс и нфсб пълен победител е,1
немска телевизия разкова борисов. изкараха зловещи неща. в българия има,13-08-20 18:17,2.520218251730402,5.683476436544586,0.43956438163835865,petel.bg,1,има,False,10,6.2,0,"['немска', 'телевизия', 'разкова', 'борисов', '.', 'изкараха', 'зловещи', 'неща', '.', 'в', 'българия', 'има']","['немска', 'телевизия', 'разкова', 'борисов', 'изкараха', 'зловещи', 'неща', 'в', 'българия', 'има']",2,2,0,немска телевизия разкова борисов изкараха зловещи неща в българия има,1
