post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Cluster
новогодишното безумие с гърмежите: стреляха по майка с бебе на терасата. куршумите са пробили,7/1/2021 9:42,196,22,71,petel.bg,1,пробили,True,14,5.714285714,0,"['новогодишното', 'безумие', 'с', 'гърмежите', ':', 'стреляха', 'по', 'майка', 'с', 'бебе', 'на', 'терасата', '.', 'куршумите', 'са', 'пробили']","['новогодишното', 'безумие', 'с', 'гърмежите', 'стреляха', 'по', 'майка', 'с', 'бебе', 'на', 'терасата', 'куршумите', 'са', 'пробили']",5,2,0,1
какво става в българия? жена е зверски убита в хасково. арестуваха сина й,7/1/2021 9:16,95,8,33,petel.bg,1,й,True,13,4.692307692,0,"['какво', 'става', 'в', 'българия', '?', 'жена', 'е', 'зверски', 'убита', 'в', 'хасково', '.', 'арестуваха', 'сина', 'й']","['какво', 'става', 'в', 'българия', 'жена', 'е', 'зверски', 'убита', 'в', 'хасково', 'арестуваха', 'сина', 'й']",5,2,0,1
исторически безредици в сащ. привърженици на тръмп щурмуваха конгреса,6/1/2021 23:41,280,20,44,petel.bg,0,конгреса,True,9,6.777777778,0,"['исторически', 'безредици', 'в', 'сащ', '.', 'привърженици', 'на', 'тръмп', 'щурмуваха', 'конгреса']","['исторически', 'безредици', 'в', 'сащ', 'привърженици', 'на', 'тръмп', 'щурмуваха', 'конгреса']",2,1,0,1
бивш полицейски и граничен шеф: данс се владее от дпс и се управлява от пеевски. борисов прави паралелни структури в мвр,6/1/2021 19:00,259,69,48,petel.bg,1,мвр,True,21,4.761904762,0,"['бивш', 'полицейски', 'и', 'граничен', 'шеф', ':', 'данс', 'се', 'владее', 'от', 'дпс', 'и', 'се', 'управлява', 'от', 'пеевски', '.', 'борисов', 'прави', 'паралелни', 'структури', 'в', 'мвр']","['бивш', 'полицейски', 'и', 'граничен', 'шеф', 'данс', 'се', 'владее', 'от', 'дпс', 'и', 'се', 'управлява', 'от', 'пеевски', 'борисов', 'прави', 'паралелни', 'структури', 'в', 'мвр']",9,2,0,1
правителството раздаде плажовете на близки до бившата вис,6/1/2021 17:10,104,65,71,petel.bg,1,вис,True,8,6.25,0,"['правителството', 'раздаде', 'плажовете', 'на', 'близки', 'до', 'бившата', 'вис']","['правителството', 'раздаде', 'плажовете', 'на', 'близки', 'до', 'бившата', 'вис']",2,0,0,1
неописуема драма. йордан тръгна да се дави при скачането за кръстта,6/1/2021 15:45,311,8,19,petel.bg,1,кръстта,True,11,5.181818182,1,"['неописуема', 'драма', '.', 'йордан', 'тръгна', 'да', 'се', 'дави', 'при', 'скачането', 'за', 'кръстта']","['неописуема', 'драма', 'йордан', 'тръгна', 'да', 'се', 'дави', 'при', 'скачането', 'за', 'кръстта']",4,1,0,1
ново жестоко убийство! агресията завладя българия. жената е убита жестоко!,6/1/2021 10:43,143,33,110,petel.bg,1,жестоко!,True,10,6.5,0,"['ново', 'жестоко', 'убийство', '!', 'агресията', 'завладя', 'българия', '.', 'жената', 'е', 'убита', 'жестоко', '!']","['ново', 'жестоко', 'убийство', 'агресията', 'завладя', 'българия', 'жената', 'е', 'убита', 'жестоко']",1,3,2,1
извънредно! южна корея прати разрушител към иран!,5/1/2021 22:10,230,30,46,petel.bg,1,иран!,True,7,6.142857143,1,"['извънредно', '!', 'южна', 'корея', 'прати', 'разрушител', 'към', 'иран', '!']","['извънредно', 'южна', 'корея', 'прати', 'разрушител', 'към', 'иран']",1,2,2,1
"жестоко отмъщение. служител на ""мерцедес"" нахлу в завода с багер. смачка десетки",5/1/2021 21:30,202,20,20,petel.bg,1,десетки,False,12,5.75,0,"['жестоко', 'отмъщение', '.', 'служител', 'на', '``', 'мерцедес', ""''"", 'нахлу', 'в', 'завода', 'с', 'багер', '.', 'смачка', 'десетки']","['жестоко', 'отмъщение', 'служител', 'на', '', 'мерцедес', '', 'нахлу', 'в', 'завода', 'с', 'багер', 'смачка', 'десетки']",3,4,0,1
тотален обрат за шесторното убийство в къщата на ужасите в нови искър. вината е на,5/1/2021 19:30,181,9,20,petel.bg,1,на,False,15,4.533333333,0,"['тотален', 'обрат', 'за', 'шесторното', 'убийство', 'в', 'къщата', 'на', 'ужасите', 'в', 'нови', 'искър', '.', 'вината', 'е', 'на']","['тотален', 'обрат', 'за', 'шесторното', 'убийство', 'в', 'къщата', 'на', 'ужасите', 'в', 'нови', 'искър', 'вината', 'е', 'на']",7,1,0,1
памела андерсън написа писмо на цвета караянчева: спрете убиването на,5/1/2021 17:30,351,20,62,petel.bg,1,на,False,10,6.0,0,"['памела', 'андерсън', 'написа', 'писмо', 'на', 'цвета', 'караянчева', ':', 'спрете', 'убиването', 'на']","['памела', 'андерсън', 'написа', 'писмо', 'на', 'цвета', 'караянчева', 'спрете', 'убиването', 'на']",2,1,0,1
извънредно! новият щам на ковид е в българия!,5/1/2021 15:36,54,12,259,petel.bg,1,българия!,True,8,4.75,1,"['извънредно', '!', 'новият', 'щам', 'на', 'ковид', 'е', 'в', 'българия', '!']","['извънредно', 'новият', 'щам', 'на', 'ковид', 'е', 'в', 'българия']",3,2,2,1
борисов с тежка атака към радев: иска да отмени изборите за,5/1/2021 14:37,158,10,158,petel.bg,1,за,False,11,4.454545455,0,"['борисов', 'с', 'тежка', 'атака', 'към', 'радев', ':', 'иска', 'да', 'отмени', 'изборите', 'за']","['борисов', 'с', 'тежка', 'атака', 'към', 'радев', 'иска', 'да', 'отмени', 'изборите', 'за']",5,1,0,1
като бойно поле. в българия се стреля напосоки по улиците. с куршум в тила простреляха жена в шумен,5/1/2021 13:44,180,31,79,petel.bg,1,шумен,True,18,4.555555556,0,"['като', 'бойно', 'поле', '.', 'в', 'българия', 'се', 'стреля', 'напосоки', 'по', 'улиците', '.', 'с', 'куршум', 'в', 'тила', 'простреляха', 'жена', 'в', 'шумен']","['като', 'бойно', 'поле', 'в', 'българия', 'се', 'стреля', 'напосоки', 'по', 'улиците', 'с', 'куршум', 'в', 'тила', 'простреляха', 'жена', 'в', 'шумен']",7,2,0,1
почина емил кало,5/1/2021 11:25,125,7,90,petel.bg,0,кало,True,3,4.666666667,0,"['почина', 'емил', 'кало']","['почина', 'емил', 'кало']",0,0,0,1
бтв излъчи кадри. прострелват теди на хорото. тя се свлича на мига,5/1/2021 10:36,99,15,36,petel.bg,1,мига,True,12,4.583333333,0,"['бтв', 'излъчи', 'кадри', '.', 'прострелват', 'теди', 'на', 'хорото', '.', 'тя', 'се', 'свлича', 'на', 'мига']","['бтв', 'излъчи', 'кадри', 'прострелват', 'теди', 'на', 'хорото', 'тя', 'се', 'свлича', 'на', 'мига']",4,2,0,1
"акад. петрунов: бях на пазара в ухан. убеден съм, че няма изкуствена намеса. както спин-ът е тръгнал от маймуните на човека",4/1/2021 20:15,78,7,166,petel.bg,1,човека,True,21,4.904761905,0,"['акад', '.', 'петрунов', ':', 'бях', 'на', 'пазара', 'в', 'ухан', '.', 'убеден', 'съм', ',', 'че', 'няма', 'изкуствена', 'намеса', '.', 'както', 'спин-ът', 'е', 'тръгнал', 'от', 'маймуните', 'на', 'човека']","['акад', 'петрунов', 'бях', 'на', 'пазара', 'в', 'ухан', 'убеден', 'съм', 'че', 'няма', 'изкуствена', 'намеса', 'както', 'спинът', 'е', 'тръгнал', 'от', 'маймуните', 'на', 'човека']",9,6,0,1
от последните минути! изчезналият костадин райков се е скрил във вила в страх от,4/1/2021 13:40,119,6,13,petel.bg,1,от,False,14,4.785714286,0,"['от', 'последните', 'минути', '!', 'изчезналият', 'костадин', 'райков', 'се', 'е', 'скрил', 'във', 'вила', 'в', 'страх', 'от']","['от', 'последните', 'минути', 'изчезналият', 'костадин', 'райков', 'се', 'е', 'скрил', 'във', 'вила', 'в', 'страх', 'от']",6,1,1,1
бивш служител в нсо: ще има коалиция герб - слави трифонов,4/1/2021 2:41,71,8,98,petel.bg,1,трифонов,True,11,4.363636364,0,"['бивш', 'служител', 'в', 'нсо', ':', 'ще', 'има', 'коалиция', 'герб', '-', 'слави', 'трифонов']","['бивш', 'служител', 'в', 'нсо', 'ще', 'има', 'коалиция', 'герб', 'слави', 'трифонов']",4,2,0,1
националната информационна система: 34 починали и 171 нови случая с ковид за последния ден,4/1/2021 1:17,150,7,58,petel.bg,0,ден,True,14,5.5,0,"['националната', 'информационна', 'система', ':', '34', 'починали', 'и', '171', 'нови', 'случая', 'с', 'ковид', 'за', 'последния', 'ден']","['националната', 'информационна', 'система', '34', 'починали', 'и', '171', 'нови', 'случая', 'с', 'ковид', 'за', 'последния', 'ден']",5,1,0,1
"изчезна костадин от царево. брат му пред медиите: подозирам, че е убит. скара се със",3/1/2021 21:29,374,79,18,petel.bg,1,със,False,15,4.666666667,0,"['изчезна', 'костадин', 'от', 'царево', '.', 'брат', 'му', 'пред', 'медиите', ':', 'подозирам', ',', 'че', 'е', 'убит', '.', 'скара', 'се', 'със']","['изчезна', 'костадин', 'от', 'царево', 'брат', 'му', 'пред', 'медиите', 'подозирам', 'че', 'е', 'убит', 'скара', 'се', 'със']",7,4,0,1
мъж разказа за последните мигове на dj emotion от варна: не успях да ги убедя да се приберат,3/1/2021 20:38,114,5,11,petel.bg,1,приберат,True,18,4.166666667,0,"['мъж', 'разказа', 'за', 'последните', 'мигове', 'на', 'dj', 'emotion', 'от', 'варна', ':', 'не', 'успях', 'да', 'ги', 'убедя', 'да', 'се', 'приберат']","['мъж', 'разказа', 'за', 'последните', 'мигове', 'на', 'dj', 'emotion', 'от', 'варна', 'не', 'успях', 'да', 'ги', 'убедя', 'да', 'се', 'приберат']",8,1,0,1
само в българия. новата маркировка с двойна прекъсната линия,2/1/2021 18:22,116,28,48,petel.bg,0,линия,True,9,5.777777778,0,"['само', 'в', 'българия', '.', 'новата', 'маркировка', 'с', 'двойна', 'прекъсната', 'линия']","['само', 'в', 'българия', 'новата', 'маркировка', 'с', 'двойна', 'прекъсната', 'линия']",3,1,0,1
kлиматологът симеон матев: до минус 15 градуса през януари,2/1/2021 11:01,211,12,23,petel.bg,0,януари,True,9,5.555555556,0,"['kлиматологът', 'симеон', 'матев', ':', 'до', 'минус', '15', 'градуса', 'през', 'януари']","['kлиматологът', 'симеон', 'матев', 'до', 'минус', '15', 'градуса', 'през', 'януари']",2,1,0,1
"брънзалов: aко минимум 70 процента от населението се ваксинира, тогава ще може да забравим за вируса",2/1/2021 9:14,134,9,196,petel.bg,0,вируса,True,16,5.3125,0,"['брънзалов', ':', 'aко', 'минимум', '70', 'процента', 'от', 'населението', 'се', 'ваксинира', ',', 'тогава', 'ще', 'може', 'да', 'забравим', 'за', 'вируса']","['брънзалов', 'aко', 'минимум', '70', 'процента', 'от', 'населението', 'се', 'ваксинира', 'тогава', 'ще', 'може', 'да', 'забравим', 'за', 'вируса']",7,2,0,1
огромна трагедия. 8 младежи се задушиха с газ в новогодишната нощ,1/1/2021 20:25,312,48,49,petel.bg,1,нощ,True,11,5.0,2,"['огромна', 'трагедия', '.', '8', 'младежи', 'се', 'задушиха', 'с', 'газ', 'в', 'новогодишната', 'нощ']","['огромна', 'трагедия', '8', 'младежи', 'се', 'задушиха', 'с', 'газ', 'в', 'новогодишната', 'нощ']",3,1,0,1
трусове люляха хърватия в първите часове на новата година,1/1/2021 9:43,237,19,41,petel.bg,0,година,True,9,5.444444444,0,"['трусове', 'люляха', 'хърватия', 'в', 'първите', 'часове', 'на', 'новата', 'година']","['трусове', 'люляха', 'хърватия', 'в', 'първите', 'часове', 'на', 'новата', 'година']",3,0,0,1
много тъжна вест! за броени дни ковид уби 41-годишният конгресмен от сащ люк летлоу,31-12-20 21:00,170,3,36,petel.bg,1,летлоу,True,14,5.0,1,"['много', 'тъжна', 'вест', '!', 'за', 'броени', 'дни', 'ковид', 'уби', '41-годишният', 'конгресмен', 'от', 'сащ', 'люк', 'летлоу']","['много', 'тъжна', 'вест', 'за', 'броени', 'дни', 'ковид', 'уби', '41годишният', 'конгресмен', 'от', 'сащ', 'люк', 'летлоу']",4,2,1,1
"цитиридис или слави? сега бтв обявиха, че свалят от екран цитиридис до",31-12-20 17:00,104,0,54,petel.bg,1,до,False,12,4.916666667,0,"['цитиридис', 'или', 'слави', '?', 'сега', 'бтв', 'обявиха', ',', 'че', 'свалят', 'от', 'екран', 'цитиридис', 'до']","['цитиридис', 'или', 'слави', 'сега', 'бтв', 'обявиха', 'че', 'свалят', 'от', 'екран', 'цитиридис', 'до']",5,2,0,1
на живо пред телевизиите атентат на летището в аден. избиват се с автомати. много убити в,31-12-20 16:00,295,72,44,petel.bg,1,в,False,16,4.625,0,"['на', 'живо', 'пред', 'телевизиите', 'атентат', 'на', 'летището', 'в', 'аден', '.', 'избиват', 'се', 'с', 'автомати', '.', 'много', 'убити', 'в']","['на', 'живо', 'пред', 'телевизиите', 'атентат', 'на', 'летището', 'в', 'аден', 'избиват', 'се', 'с', 'автомати', 'много', 'убити', 'в']",8,2,0,1
огнян минчев: обществото не може да произведе алтернатива на герб. слави трифонов е проект на,31-12-20 15:00,109,5,99,petel.bg,1,на,False,15,5.266666667,0,"['огнян', 'минчев', ':', 'обществото', 'не', 'може', 'да', 'произведе', 'алтернатива', 'на', 'герб', '.', 'слави', 'трифонов', 'е', 'проект', 'на']","['огнян', 'минчев', 'обществото', 'не', 'може', 'да', 'произведе', 'алтернатива', 'на', 'герб', 'слави', 'трифонов', 'е', 'проект', 'на']",6,2,0,1
"решено е! отварят ясли, детски градини и училища веднага след нова година. първи учебен ден в",31-12-20 13:00,183,7,52,petel.bg,1,в,False,16,4.875,0,"['решено', 'е', '!', 'отварят', 'ясли', ',', 'детски', 'градини', 'и', 'училища', 'веднага', 'след', 'нова', 'година', '.', 'първи', 'учебен', 'ден', 'в']","['решено', 'е', 'отварят', 'ясли', 'детски', 'градини', 'и', 'училища', 'веднага', 'след', 'нова', 'година', 'първи', 'учебен', 'ден', 'в']",8,3,1,1
нова трагедия преди нова година. намериха с куршум в гърдите 42-годишен мъж от,31-12-20 12:00,179,16,24,petel.bg,1,от,False,13,5.076923077,1,"['нова', 'трагедия', 'преди', 'нова', 'година', '.', 'намериха', 'с', 'куршум', 'в', 'гърдите', '42-годишен', 'мъж', 'от']","['нова', 'трагедия', 'преди', 'нова', 'година', 'намериха', 'с', 'куршум', 'в', 'гърдите', '42годишен', 'мъж', 'от']",7,2,0,1
"важно за всички! забраняват големи събирания. глобяват, ако сте повече от",31-12-20 11:00,176,15,206,petel.bg,1,от,False,11,5.727272727,0,"['важно', 'за', 'всички', '!', 'забраняват', 'големи', 'събирания', '.', 'глобяват', ',', 'ако', 'сте', 'повече', 'от']","['важно', 'за', 'всички', 'забраняват', 'големи', 'събирания', 'глобяват', 'ако', 'сте', 'повече', 'от']",6,3,1,1
националната информационна система: 110 починали и 1729 нови случая с ковид за последните 24 часа,31-12-20 1:21,143,5,60,petel.bg,0,часа,True,15,5.533333333,0,"['националната', 'информационна', 'система', ':', '110', 'починали', 'и', '1729', 'нови', 'случая', 'с', 'ковид', 'за', 'последните', '24', 'часа']","['националната', 'информационна', 'система', '110', 'починали', 'и', '1729', 'нови', 'случая', 'с', 'ковид', 'за', 'последните', '24', 'часа']",5,1,0,1
извънредно! въоръжен грабеж със стрелба в хипермаркет в сандански,30-12-20 23:57,196,7,66,petel.bg,1,сандански,True,9,6.333333333,1,"['извънредно', '!', 'въоръжен', 'грабеж', 'със', 'стрелба', 'в', 'хипермаркет', 'в', 'сандански']","['извънредно', 'въоръжен', 'грабеж', 'със', 'стрелба', 'в', 'хипермаркет', 'в', 'сандански']",3,1,1,1
бтв предава извънредно: много тежка катастрофа на магистрала тракия,30-12-20 19:53,141,9,9,petel.bg,1,тракия,True,9,6.555555556,1,"['бтв', 'предава', 'извънредно', ':', 'много', 'тежка', 'катастрофа', 'на', 'магистрала', 'тракия']","['бтв', 'предава', 'извънредно', 'много', 'тежка', 'катастрофа', 'на', 'магистрала', 'тракия']",2,1,0,1
пълно е с полиция. заплашиха с взрив аптеките на марешки в,30-12-20 18:16,320,22,95,petel.bg,1,в,False,11,4.363636364,0,"['пълно', 'е', 'с', 'полиция', '.', 'заплашиха', 'с', 'взрив', 'аптеките', 'на', 'марешки', 'в']","['пълно', 'е', 'с', 'полиция', 'заплашиха', 'с', 'взрив', 'аптеките', 'на', 'марешки', 'в']",5,1,0,1
ново жестоко убийство разтърси българия. убита е 41-годишна жена в,30-12-20 12:58,167,16,65,petel.bg,1,в,False,10,5.7,0,"['ново', 'жестоко', 'убийство', 'разтърси', 'българия', '.', 'убита', 'е', '41-годишна', 'жена', 'в']","['ново', 'жестоко', 'убийство', 'разтърси', 'българия', 'убита', 'е', '41годишна', 'жена', 'в']",2,2,0,1
николина ангелкова пощури мрежата с нови селфита. снима се като снежанка с,30-12-20 12:47,296,7,172,petel.bg,1,с,False,12,5.25,0,"['николина', 'ангелкова', 'пощури', 'мрежата', 'с', 'нови', 'селфита', '.', 'снима', 'се', 'като', 'снежанка', 'с']","['николина', 'ангелкова', 'пощури', 'мрежата', 'с', 'нови', 'селфита', 'снима', 'се', 'като', 'снежанка', 'с']",5,1,0,1
добра новина от борисов! съвсем нова мярка: безработните получават 75 % от доходите си от,30-12-20 11:15,282,30,204,petel.bg,1,от,False,15,5.0,0,"['добра', 'новина', 'от', 'борисов', '!', 'съвсем', 'нова', 'мярка', ':', 'безработните', 'получават', '75', '%', 'от', 'доходите', 'си', 'от']","['добра', 'новина', 'от', 'борисов', 'съвсем', 'нова', 'мярка', 'безработните', 'получават', '75', '', 'от', 'доходите', 'си', 'от']",7,2,1,1
"времето напълно полудя! грета тунберг се оказа права! пролет на нова година, на 1 януари връхлита халата с",30-12-20 10:05,260,15,20,petel.bg,1,с,False,18,4.944444444,0,"['времето', 'напълно', 'полудя', '!', 'грета', 'тунберг', 'се', 'оказа', 'права', '!', 'пролет', 'на', 'нова', 'година', ',', 'на', '1', 'януари', 'връхлита', 'халата', 'с']","['времето', 'напълно', 'полудя', 'грета', 'тунберг', 'се', 'оказа', 'права', 'пролет', 'на', 'нова', 'година', 'на', '1', 'януари', 'връхлита', 'халата', 'с']",6,3,2,1
❗фандъкова обяви: обратно в клас! учениците се връщат от,30-12-20 9:28,246,16,64,petel.bg,1,от,False,9,5.333333333,0,"['❗фандъкова', 'обяви', ':', 'обратно', 'в', 'клас', '!', 'учениците', 'се', 'връщат', 'от']","['фандъкова', 'обяви', 'обратно', 'в', 'клас', 'учениците', 'се', 'връщат', 'от']",3,2,1,1
"велислав минеков от ""отровното трио"": подкрепям единствено и само коалиция за честни избори",30-12-20 0:08,331,4,64,petel.bg,0,избори,True,13,6.076923077,0,"['велислав', 'минеков', 'от', '``', 'отровното', 'трио', ""''"", ':', 'подкрепям', 'единствено', 'и', 'само', 'коалиция', 'за', 'честни', 'избори']","['велислав', 'минеков', 'от', '', 'отровното', 'трио', '', 'подкрепям', 'единствено', 'и', 'само', 'коалиция', 'за', 'честни', 'избори']",4,3,0,1
извънредно. намериха мъртъв прострелян прокурор в кюстендил,29-12-20 19:01,253,25,60,petel.bg,1,кюстендил,True,7,7.571428571,1,"['извънредно', '.', 'намериха', 'мъртъв', 'прострелян', 'прокурор', 'в', 'кюстендил']","['извънредно', 'намериха', 'мъртъв', 'прострелян', 'прокурор', 'в', 'кюстендил']",1,1,0,1
и папа жан почина с ковид,29-12-20 15:38,212,13,111,petel.bg,1,ковид,True,6,3.333333333,0,"['и', 'папа', 'жан', 'почина', 'с', 'ковид']","['и', 'папа', 'жан', 'почина', 'с', 'ковид']",2,0,0,1
"важно! всеки, който откаже ваксина го вкарват на специален отчет в испания от",29-12-20 11:03,174,71,180,petel.bg,1,от,False,13,5.0,0,"['важно', '!', 'всеки', ',', 'който', 'откаже', 'ваксина', 'го', 'вкарват', 'на', 'специален', 'отчет', 'в', 'испания', 'от']","['важно', 'всеки', 'който', 'откаже', 'ваксина', 'го', 'вкарват', 'на', 'специален', 'отчет', 'в', 'испания', 'от']",6,2,1,1
"проф. мурджева: няма да хванете рак от ваксината, но почва да действа едва след",29-12-20 9:42,251,48,222,petel.bg,1,след,False,14,4.714285714,0,"['проф', '.', 'мурджева', ':', 'няма', 'да', 'хванете', 'рак', 'от', 'ваксината', ',', 'но', 'почва', 'да', 'действа', 'едва', 'след']","['проф', 'мурджева', 'няма', 'да', 'хванете', 'рак', 'от', 'ваксината', 'но', 'почва', 'да', 'действа', 'едва', 'след']",7,3,0,1
��баща уби двете си момиченца на 9 месеца и 2 годинки,29-12-20 9:14,152,29,85,petel.bg,1,годинки,True,11,3.818181818,0,"['😢баща', 'уби', 'двете', 'си', 'момиченца', 'на', '9', 'месеца', 'и', '2', 'годинки']","['баща', 'уби', 'двете', 'си', 'момиченца', 'на', '9', 'месеца', 'и', '2', 'годинки']",4,0,0,1
"марияна николова: ще предложа на нова година ресторантите в хотелите да работят до 00,30 часа",29-12-20 8:22,91,3,118,petel.bg,0,часа,True,15,5.266666667,0,"['марияна', 'николова', ':', 'ще', 'предложа', 'на', 'нова', 'година', 'ресторантите', 'в', 'хотелите', 'да', 'работят', 'до', '00,30', 'часа']","['марияна', 'николова', 'ще', 'предложа', 'на', 'нова', 'година', 'ресторантите', 'в', 'хотелите', 'да', 'работят', 'до', '0030', 'часа']",8,2,0,1
голям гаф! биха 5 дози ваксина наведнъж на 8 души. хората са с,28-12-20 22:17,219,212,148,petel.bg,1,с,False,13,3.846153846,1,"['голям', 'гаф', '!', 'биха', '5', 'дози', 'ваксина', 'наведнъж', 'на', '8', 'души', '.', 'хората', 'са', 'с']","['голям', 'гаф', 'биха', '5', 'дози', 'ваксина', 'наведнъж', 'на', '8', 'души', 'хората', 'са', 'с']",3,2,1,1
"доц. ангел кунчев: ако тенденцията към намаляване на заразените се потвърди, ще се обмисля и разхлабване на мерките",28-12-20 11:45,122,5,65,petel.bg,0,мерките,True,18,5.444444444,0,"['доц', '.', 'ангел', 'кунчев', ':', 'ако', 'тенденцията', 'към', 'намаляване', 'на', 'заразените', 'се', 'потвърди', ',', 'ще', 'се', 'обмисля', 'и', 'разхлабване', 'на', 'мерките']","['доц', 'ангел', 'кунчев', 'ако', 'тенденцията', 'към', 'намаляване', 'на', 'заразените', 'се', 'потвърди', 'ще', 'се', 'обмисля', 'и', 'разхлабване', 'на', 'мерките']",8,3,0,1
"борисов: мангъров ми каза, че е 100% за ваксинирането. публично го ваксинирайте",28-12-20 10:10,186,13,195,petel.bg,1,ваксинирайте,True,12,5.666666667,0,"['борисов', ':', 'мангъров', 'ми', 'каза', ',', 'че', 'е', '100', '%', 'за', 'ваксинирането', '.', 'публично', 'го', 'ваксинирайте']","['борисов', 'мангъров', 'ми', 'каза', 'че', 'е', '100', '', 'за', 'ваксинирането', 'публично', 'го', 'ваксинирайте']",6,3,0,1
"вежди рашидов: беше една тежка, проклета година",27-12-20 16:55,308,3,139,petel.bg,0,година,True,7,5.857142857,0,"['вежди', 'рашидов', ':', 'беше', 'една', 'тежка', ',', 'проклета', 'година']","['вежди', 'рашидов', 'беше', 'една', 'тежка', 'проклета', 'година']",3,2,0,1
"5,3 по рихтер разлюля турция",27-12-20 11:38,128,8,19,petel.bg,0,турция,True,5,4.8,0,"['5,3', 'по', 'рихтер', 'разлюля', 'турция']","['53', 'по', 'рихтер', 'разлюля', 'турция']",1,1,0,1
премиерът борисов: до този момент сме осигурили 180 млн. лв. за ваксини,26-12-20 14:15,106,9,158,petel.bg,0,ваксини,True,12,5.0,0,"['премиерът', 'борисов', ':', 'до', 'този', 'момент', 'сме', 'осигурили', '180', 'млн', '.', 'лв', '.', 'за', 'ваксини']","['премиерът', 'борисов', 'до', 'този', 'момент', 'сме', 'осигурили', '180', 'млн', 'лв', 'за', 'ваксини']",4,3,0,1
земетресение в 4 часа тази сутрин край благоевград,26-12-20 9:32,239,36,5,petel.bg,0,благоевград,True,8,5.375,0,"['земетресение', 'в', '4', 'часа', 'тази', 'сутрин', 'край', 'благоевград']","['земетресение', 'в', '4', 'часа', 'тази', 'сутрин', 'край', 'благоевград']",3,0,0,1
ваксините срещу коронавируса вече са в българия,26-12-20 7:55,249,14,195,petel.bg,0,българия,True,7,5.857142857,0,"['ваксините', 'срещу', 'коронавируса', 'вече', 'са', 'в', 'българия']","['ваксините', 'срещу', 'коронавируса', 'вече', 'са', 'в', 'българия']",4,0,0,1
въоръжен грабеж навръх коледа в софия на офис за бързи кредити,25-12-20 20:20,219,8,50,petel.bg,0,кредити,True,11,4.727272727,0,"['въоръжен', 'грабеж', 'навръх', 'коледа', 'в', 'софия', 'на', 'офис', 'за', 'бързи', 'кредити']","['въоръжен', 'грабеж', 'навръх', 'коледа', 'в', 'софия', 'на', 'офис', 'за', 'бързи', 'кредити']",3,0,0,1
"слави трифонов: знаете ли какво е ""ерегор""?",25-12-20 17:08,106,7,37,petel.bg,1,"""ерегор""?",True,7,5.285714286,0,"['слави', 'трифонов', ':', 'знаете', 'ли', 'какво', 'е', '``', 'ерегор', ""''"", '?']","['слави', 'трифонов', 'знаете', 'ли', 'какво', 'е', '', 'ерегор', '']",3,4,0,1
здравният министър нареди: ваксинирането срещу коронавирс започва в неделя,25-12-20 11:32,94,9,107,petel.bg,0,неделя,True,9,7.333333333,0,"['здравният', 'министър', 'нареди', ':', 'ваксинирането', 'срещу', 'коронавирс', 'започва', 'в', 'неделя']","['здравният', 'министър', 'нареди', 'ваксинирането', 'срещу', 'коронавирс', 'започва', 'в', 'неделя']",2,1,0,1
неописуем екшън в спешното. мъж облечен като жена преби лекарката. зверски я,22-12-20 16:55,296,16,150,petel.bg,1,я,False,12,5.416666667,1,"['неописуем', 'екшън', 'в', 'спешното', '.', 'мъж', 'облечен', 'като', 'жена', 'преби', 'лекарката', '.', 'зверски', 'я']","['неописуем', 'екшън', 'в', 'спешното', 'мъж', 'облечен', 'като', 'жена', 'преби', 'лекарката', 'зверски', 'я']",3,2,0,1
"за бога какво става! струпват се стотици хора. няма маски, няма дистанция. масов купон в",21-12-20 21:00,275,34,164,petel.bg,1,в,False,15,4.933333333,0,"['за', 'бога', 'какво', 'става', '!', 'струпват', 'се', 'стотици', 'хора', '.', 'няма', 'маски', ',', 'няма', 'дистанция', '.', 'масов', 'купон', 'в']","['за', 'бога', 'какво', 'става', 'струпват', 'се', 'стотици', 'хора', 'няма', 'маски', 'няма', 'дистанция', 'масов', 'купон', 'в']",6,4,1,1
жена от софия загуби апартамента си в центъра заради кредит от 6135 евро. накараха я да плати,16-12-20 20:21,173,32,44,petel.bg,1,плати,False,17,4.529411765,0,"['жена', 'от', 'софия', 'загуби', 'апартамента', 'си', 'в', 'центъра', 'заради', 'кредит', 'от', '6135', 'евро', '.', 'накараха', 'я', 'да', 'плати']","['жена', 'от', 'софия', 'загуби', 'апартамента', 'си', 'в', 'центъра', 'заради', 'кредит', 'от', '6135', 'евро', 'накараха', 'я', 'да', 'плати']",7,1,0,1
мвр с шокиращи разкрития за жестокото убийство в стара загора. отрязана е главата на мъжа. работил е в,14-12-20 17:14,258,78,90,petel.bg,1,в,False,18,4.722222222,1,"['мвр', 'с', 'шокиращи', 'разкрития', 'за', 'жестокото', 'убийство', 'в', 'стара', 'загора', '.', 'отрязана', 'е', 'главата', 'на', 'мъжа', '.', 'работил', 'е', 'в']","['мвр', 'с', 'шокиращи', 'разкрития', 'за', 'жестокото', 'убийство', 'в', 'стара', 'загора', 'отрязана', 'е', 'главата', 'на', 'мъжа', 'работил', 'е', 'в']",7,2,0,1
