post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Topic,Predicted_Label
мъж припадна на улица в кърджали и умря за часове от covid-19,23-10-20 20:33,2,0,9,skandalno,1,covid-19,True,12,4.166666667,0,"['мъж', 'припадна', 'на', 'улица', 'в', 'кърджали', 'и', 'умря', 'за', 'часове', 'от', 'covid-19']","['мъж', 'припадна', 'на', 'улица', 'в', 'кърджали', 'и', 'умря', 'за', 'часове', 'от', 'covid19']",5,1,0,1,0
кабинетът пада днес?,23-10-20 19:30,5,0,5,skandalno,1,днес?,True,3,6.0,0,"['кабинетът', 'пада', 'днес', '?']","['кабинетът', 'пада', 'днес']",1,1,0,0,0
"пандемията атакува: 45 новозаразени медици, 40-годишни мъж и жена без придружаващи заболявания са сред 29-те нови жертви -",22-10-20 9:59,1,0,0,skandalno,1,-,False,18,5.833333333,0,"['пандемията', 'атакува', ':', '45', 'новозаразени', 'медици', ',', '40-годишни', 'мъж', 'и', 'жена', 'без', 'придружаващи', 'заболявания', 'са', 'сред', '29-те', 'нови', 'жертви', '-']","['пандемията', 'атакува', '45', 'новозаразени', 'медици', '40годишни', 'мъж', 'и', 'жена', 'без', 'придружаващи', 'заболявания', 'са', 'сред', '29те', 'нови', 'жертви']",5,5,0,1,0
проф. георги рачев с ранна прогноза каква зима ни чака и кога ще има сняг,22-10-20 5:05,1,0,0,skandalno,0,сняг,True,15,3.933333333,0,"['проф', '.', 'георги', 'рачев', 'с', 'ранна', 'прогноза', 'каква', 'зима', 'ни', 'чака', 'и', 'кога', 'ще', 'има', 'сняг']","['проф', 'георги', 'рачев', 'с', 'ранна', 'прогноза', 'каква', 'зима', 'ни', 'чака', 'и', 'кога', 'ще', 'има', 'сняг']",7,1,0,0,0
мъже от нигерия убиха брутално българка – накараха я да пие киселина и я удушиха,21-10-20 23:57,1,0,0,skandalno,1,удушиха,True,15,4.4,0,"['мъже', 'от', 'нигерия', 'убиха', 'брутално', 'българка', '–', 'накараха', 'я', 'да', 'пие', 'киселина', 'и', 'я', 'удушиха']","['мъже', 'от', 'нигерия', 'убиха', 'брутално', 'българка', '', 'накараха', 'я', 'да', 'пие', 'киселина', 'и', 'я', 'удушиха']",5,0,0,1,0
"29-годишен мъж сгащи 14-годишно момиче на спирката в търновско село, свали си гащите и я принуди",21-10-20 20:55,0,0,0,skandalno,1,принуди,True,16,5.0625,0,"['29-годишен', 'мъж', 'сгащи', '14-годишно', 'момиче', 'на', 'спирката', 'в', 'търновско', 'село', ',', 'свали', 'си', 'гащите', 'и', 'я', 'принуди']","['29годишен', 'мъж', 'сгащи', '14годишно', 'момиче', 'на', 'спирката', 'в', 'търновско', 'село', 'свали', 'си', 'гащите', 'и', 'я', 'принуди']",5,3,0,1,0
"орхан мурад плаче от радост: видях жена си, млада и красива е",21-10-20 20:03,1,0,0,skandalno,1,е,False,12,4.166666667,0,"['орхан', 'мурад', 'плаче', 'от', 'радост', ':', 'видях', 'жена', 'си', ',', 'млада', 'и', 'красива', 'е']","['орхан', 'мурад', 'плаче', 'от', 'радост', 'видях', 'жена', 'си', 'млада', 'и', 'красива', 'е']",4,2,0,0,0
"подгответе се! и доц. кунчев, и здравният министър искат маски на открито -",20-10-20 23:57,1,0,1,skandalno,1,-,False,13,4.846153846,0,"['подгответе', 'се', '!', 'и', 'доц', '.', 'кунчев', ',', 'и', 'здравният', 'министър', 'искат', 'маски', 'на', 'открито', '-']","['подгответе', 'се', 'и', 'доц', 'кунчев', 'и', 'здравният', 'министър', 'искат', 'маски', 'на', 'открито']",4,4,1,1,0
"смразяващи разкрития за младия прочут влогър, който се присмиваше на к-19, а умря от него! -",20-10-20 22:47,1,0,0,skandalno,1,-,False,16,4.8125,0,"['смразяващи', 'разкрития', 'за', 'младия', 'прочут', 'влогър', ',', 'който', 'се', 'присмиваше', 'на', 'к-19', ',', 'а', 'умря', 'от', 'него', '!', '-']","['смразяващи', 'разкрития', 'за', 'младия', 'прочут', 'влогър', 'който', 'се', 'присмиваше', 'на', 'к19', 'а', 'умря', 'от', 'него']",7,5,1,1,0
критична ситуация: тези 6 области в българия са в „червената зона“ на covid-19 -,20-10-20 22:09,1,0,0,skandalno,1,-,False,14,4.785714286,0,"['критична', 'ситуация', ':', 'тези', '6', 'области', 'в', 'българия', 'са', 'в', '„', 'червената', 'зона', '“', 'на', 'covid-19', '-']","['критична', 'ситуация', 'тези', '6', 'области', 'в', 'българия', 'са', 'в', '', 'червената', 'зона', '', 'на', 'covid19']",5,3,0,1,0
започна се: първа държава от ес върна пълната карантина - за цели 6 седмици -,20-10-20 21:24,0,0,1,skandalno,1,-,False,15,4.2,0,"['започна', 'се', ':', 'първа', 'държава', 'от', 'ес', 'върна', 'пълната', 'карантина', '-', 'за', 'цели', '6', 'седмици', '-']","['започна', 'се', 'първа', 'държава', 'от', 'ес', 'върна', 'пълната', 'карантина', 'за', 'цели', '6', 'седмици']",3,3,0,0,0
"трагедия покоси ники кънчев, водещият е покрусен -",20-10-20 12:16,0,0,0,skandalno,1,-,False,8,5.375,1,"['трагедия', 'покоси', 'ники', 'кънчев', ',', 'водещият', 'е', 'покрусен', '-']","['трагедия', 'покоси', 'ники', 'кънчев', 'водещият', 'е', 'покрусен']",1,2,0,0,0
кърджалийката хабибе убита от приятеля си испанец (снимки) -,20-10-20 11:00,0,0,0,skandalno,1,-,False,9,5.777777778,0,"['кърджалийката', 'хабибе', 'убита', 'от', 'приятеля', 'си', 'испанец', '(', 'снимки', ')', '-']","['кърджалийката', 'хабибе', 'убита', 'от', 'приятеля', 'си', 'испанец', '', 'снимки', '']",2,1,0,0,0
"ако сте болен от това, шансът да умрете от к-19 е 12 пъти по-висок! -",20-10-20 10:13,0,0,0,skandalno,1,-,False,15,3.666666667,0,"['ако', 'сте', 'болен', 'от', 'това', ',', 'шансът', 'да', 'умрете', 'от', 'к-19', 'е', '12', 'пъти', 'по-висок', '!', '-']","['ако', 'сте', 'болен', 'от', 'това', 'шансът', 'да', 'умрете', 'от', 'к19', 'е', '12', 'пъти', 'повисок']",8,5,1,0,0
доц. д-р димитров обясни защо covid-19 убива първо хората с тези заболявания -,20-10-20 9:11,0,0,0,skandalno,1,-,False,13,5.076923077,0,"['доц', '.', 'д-р', 'димитров', 'обясни', 'защо', 'covid-19', 'убива', 'първо', 'хората', 'с', 'тези', 'заболявания', '-']","['доц', 'др', 'димитров', 'обясни', 'защо', 'covid19', 'убива', 'първо', 'хората', 'с', 'тези', 'заболявания']",4,4,0,1,0
"млад мъж загина, жена се бори за живот след сблъсък на автобус и микробус -",19-10-20 17:01,0,0,1,skandalno,0,-,False,15,4.066666667,0,"['млад', 'мъж', 'загина', ',', 'жена', 'се', 'бори', 'за', 'живот', 'след', 'сблъсък', 'на', 'автобус', 'и', 'микробус', '-']","['млад', 'мъж', 'загина', 'жена', 'се', 'бори', 'за', 'живот', 'след', 'сблъсък', 'на', 'автобус', 'и', 'микробус']",6,2,0,1,0
"карантината пада на 10 дни, борисов с окончателно решение за учениците",19-10-20 15:55,0,0,0,skandalno,0,учениците,True,11,5.454545455,0,"['карантината', 'пада', 'на', '10', 'дни', ',', 'борисов', 'с', 'окончателно', 'решение', 'за', 'учениците']","['карантината', 'пада', 'на', '10', 'дни', 'борисов', 'с', 'окончателно', 'решение', 'за', 'учениците']",4,1,0,0,0
колко заплати получаваме при пенсиониране и при какви условия,19-10-20 15:04,1,0,0,skandalno,0,условия,True,9,5.888888889,0,"['колко', 'заплати', 'получаваме', 'при', 'пенсиониране', 'и', 'при', 'какви', 'условия']","['колко', 'заплати', 'получаваме', 'при', 'пенсиониране', 'и', 'при', 'какви', 'условия']",4,0,0,0,0
"иван тодоров: имам 100 млн. лева, недосегаем съм!",18-10-20 20:00,0,0,0,skandalno,1,съм!,True,8,5.25,0,"['иван', 'тодоров', ':', 'имам', '100', 'млн', '.', 'лева', ',', 'недосегаем', 'съм', '!']","['иван', 'тодоров', 'имам', '100', 'млн', 'лева', 'недосегаем', 'съм']",1,4,1,0,0
сблъсъци в германия! не искат повече българи и румънци -,18-10-20 19:01,1,0,2,skandalno,1,-,False,10,4.7,0,"['сблъсъци', 'в', 'германия', '!', 'не', 'искат', 'повече', 'българи', 'и', 'румънци', '-']","['сблъсъци', 'в', 'германия', 'не', 'искат', 'повече', 'българи', 'и', 'румънци']",4,2,1,0,0
"дo 10 гoдини зaтвoр зa бaщaтa нa бeбeтo, убитo при кaтacтрoфaтa c лютви мecтaн",18-10-20 18:01,0,0,10,skandalno,1,мecтaн,True,14,4.642857143,0,"['дo', '10', 'гoдини', 'зaтвoр', 'зa', 'бaщaтa', 'нa', 'бeбeтo', ',', 'убитo', 'при', 'кaтacтрoфaтa', 'c', 'лютви', 'мecтaн']","['дo', '10', 'гoдини', 'зaтвoр', 'зa', 'бaщaтa', 'нa', 'бeбeтo', 'убитo', 'при', 'кaтacтрoфaтa', 'c', 'лютви', 'мecтaн']",1,1,0,1,0
убийство потресе българия! заклаха 19-годишният денис в англия,18-10-20 17:01,0,0,0,skandalno,1,англия,True,8,6.875,0,"['убийство', 'потресе', 'българия', '!', 'заклаха', '19-годишният', 'денис', 'в', 'англия']","['убийство', 'потресе', 'българия', 'заклаха', '19годишният', 'денис', 'в', 'англия']",1,2,1,1,0
къванч татлъту преби любимата си –,18-10-20 15:01,0,0,0,skandalno,1,–,True,6,4.833333333,0,"['къванч', 'татлъту', 'преби', 'любимата', 'си', '–']","['къванч', 'татлъту', 'преби', 'любимата', 'си', '']",1,0,0,0,0
тъжен ден! на 81 години лили иванова реши да каже: край!,18-10-20 14:01,0,0,0,skandalno,1,край!,True,11,4.181818182,0,"['тъжен', 'ден', '!', 'на', '81', 'години', 'лили', 'иванова', 'реши', 'да', 'каже', ':', 'край', '!']","['тъжен', 'ден', 'на', '81', 'години', 'лили', 'иванова', 'реши', 'да', 'каже', 'край']",4,3,2,1,0
"очаквано: и деси банова заряза росен плевнелиев, взе си децата и се изнесе в друго жилище (вижте защо не може да го търпи) -",18-10-20 11:55,1,0,9,skandalno,1,-,False,24,4.208333333,1,"['очаквано', ':', 'и', 'деси', 'банова', 'заряза', 'росен', 'плевнелиев', ',', 'взе', 'си', 'децата', 'и', 'се', 'изнесе', 'в', 'друго', 'жилище', '(', 'вижте', 'защо', 'не', 'може', 'да', 'го', 'търпи', ')', '-']","['очаквано', 'и', 'деси', 'банова', 'заряза', 'росен', 'плевнелиев', 'взе', 'си', 'децата', 'и', 'се', 'изнесе', 'в', 'друго', 'жилище', '', 'вижте', 'защо', 'не', 'може', 'да', 'го', 'търпи', '']",10,3,0,0,0
очакван кошмар! кopoнавируcът подпали летище софия -,18-10-20 11:03,0,0,1,skandalno,1,-,False,7,6.571428571,1,"['очакван', 'кошмар', '!', 'кopoнавируcът', 'подпали', 'летище', 'софия', '-']","['очакван', 'кошмар', 'кopoнавируcът', 'подпали', 'летище', 'софия']",0,2,1,1,0
"биг бос на “кауфланд” идва от германия заради измамите с месото, в далаверите се набърка и -",18-10-20 10:08,0,0,1,skandalno,1,-,False,17,4.470588235,0,"['биг', 'бос', 'на', '“', 'кауфланд', '”', 'идва', 'от', 'германия', 'заради', 'измамите', 'с', 'месото', ',', 'в', 'далаверите', 'се', 'набърка', 'и', '-']","['биг', 'бос', 'на', '', 'кауфланд', '', 'идва', 'от', 'германия', 'заради', 'измамите', 'с', 'месото', 'в', 'далаверите', 'се', 'набърка', 'и']",7,2,0,1,0
шок! вижте как константин най-нагло краде от магазин видео -,18-10-20 0:30,0,0,0,skandalno,1,-,False,10,5.1,2,"['шок', '!', 'вижте', 'как', 'константин', 'най-нагло', 'краде', 'от', 'магазин', 'видео', '-']","['шок', 'вижте', 'как', 'константин', 'найнагло', 'краде', 'от', 'магазин', 'видео']",2,3,1,1,0
драма: румен радев се раздели с десислава,17-10-20 10:57,0,0,1,skandalno,1,десислава,True,7,5.0,1,"['драма', ':', 'румен', 'радев', 'се', 'раздели', 'с', 'десислава']","['драма', 'румен', 'радев', 'се', 'раздели', 'с', 'десислава']",2,1,0,0,0
"това са петте лекарства срещу covid-19, които ползват в момента болниците по цял свят -",17-10-20 10:05,2,0,0,skandalno,1,-,False,15,4.866666667,0,"['това', 'са', 'петте', 'лекарства', 'срещу', 'covid-19', ',', 'които', 'ползват', 'в', 'момента', 'болниците', 'по', 'цял', 'свят', '-']","['това', 'са', 'петте', 'лекарства', 'срещу', 'covid19', 'които', 'ползват', 'в', 'момента', 'болниците', 'по', 'цял', 'свят']",7,3,0,1,0
"мариана попова изригна: ние сме сган, която вари ракия и пука туршии насред свинарниците -",17-10-20 9:21,6,0,9,skandalno,1,-,False,15,5.066666667,0,"['мариана', 'попова', 'изригна', ':', 'ние', 'сме', 'сган', ',', 'която', 'вари', 'ракия', 'и', 'пука', 'туршии', 'насред', 'свинарниците', '-']","['мариана', 'попова', 'изригна', 'ние', 'сме', 'сган', 'която', 'вари', 'ракия', 'и', 'пука', 'туршии', 'насред', 'свинарниците']",4,3,0,0,0
откриха изоставено бебе на 7 дни в кутия от пица,16-10-20 17:01,0,0,0,skandalno,1,пица,True,10,3.9,0,"['откриха', 'изоставено', 'бебе', 'на', '7', 'дни', 'в', 'кутия', 'от', 'пица']","['откриха', 'изоставено', 'бебе', 'на', '7', 'дни', 'в', 'кутия', 'от', 'пица']",4,0,0,0,0
извънредно: бойко борисов не иска повече да е премиер –,16-10-20 15:55,0,0,0,skandalno,1,–,True,10,4.6,1,"['извънредно', ':', 'бойко', 'борисов', 'не', 'иска', 'повече', 'да', 'е', 'премиер', '–']","['извънредно', 'бойко', 'борисов', 'не', 'иска', 'повече', 'да', 'е', 'премиер', '']",5,1,0,0,0
"огромна трагедия: рано сутринта в петък е починала от к-19 д-р петранка лишковска, а вчера баща й",16-10-20 14:48,0,0,0,skandalno,1,й,True,17,4.764705882,2,"['огромна', 'трагедия', ':', 'рано', 'сутринта', 'в', 'петък', 'е', 'починала', 'от', 'к-19', 'д-р', 'петранка', 'лишковска', ',', 'а', 'вчера', 'баща', 'й']","['огромна', 'трагедия', 'рано', 'сутринта', 'в', 'петък', 'е', 'починала', 'от', 'к19', 'др', 'петранка', 'лишковска', 'а', 'вчера', 'баща', 'й']",5,4,0,0,0
123 -годишен побърка служителите на летище с паспорта си -започнаха да се снимат с него,16-10-20 13:55,0,0,0,skandalno,1,него,True,15,4.866666667,0,"['123', '-годишен', 'побърка', 'служителите', 'на', 'летище', 'с', 'паспорта', 'си', '-започнаха', 'да', 'се', 'снимат', 'с', 'него']","['123', 'годишен', 'побърка', 'служителите', 'на', 'летище', 'с', 'паспорта', 'си', 'започнаха', 'да', 'се', 'снимат', 'с', 'него']",8,2,0,1,0
"побеснял мъж закла тъщата и бременната си жена, те били виновни",16-10-20 13:06,0,0,0,skandalno,1,виновни,True,11,4.818181818,0,"['побеснял', 'мъж', 'закла', 'тъщата', 'и', 'бременната', 'си', 'жена', ',', 'те', 'били', 'виновни']","['побеснял', 'мъж', 'закла', 'тъщата', 'и', 'бременната', 'си', 'жена', 'те', 'били', 'виновни']",4,1,0,0,0
"87-годишният иван се развежда с 27-годишната наталия! отказвала му, защото се страхувала, че ще забременее (снимки) -",16-10-20 11:01,1,0,0,skandalno,1,-,False,17,5.941176471,0,"['87-годишният', 'иван', 'се', 'развежда', 'с', '27-годишната', 'наталия', '!', 'отказвала', 'му', ',', 'защото', 'се', 'страхувала', ',', 'че', 'ще', 'забременее', '(', 'снимки', ')', '-']","['87годишният', 'иван', 'се', 'развежда', 'с', '27годишната', 'наталия', 'отказвала', 'му', 'защото', 'се', 'страхувала', 'че', 'ще', 'забременее', '', 'снимки', '']",7,6,1,1,0
"в страшни мъки издъхна младият спортист, който погълна охлюв заради бас с приятели -",16-10-20 9:55,0,0,0,skandalno,1,-,False,14,5.071428571,0,"['в', 'страшни', 'мъки', 'издъхна', 'младият', 'спортист', ',', 'който', 'погълна', 'охлюв', 'заради', 'бас', 'с', 'приятели', '-']","['в', 'страшни', 'мъки', 'издъхна', 'младият', 'спортист', 'който', 'погълна', 'охлюв', 'заради', 'бас', 'с', 'приятели']",4,2,0,0,0
"ужасът расте! нов рекорд на заразени, много починали от covid-19 у нас",16-10-20 8:42,1,0,1,skandalno,1,нас,True,12,4.916666667,1,"['ужасът', 'расте', '!', 'нов', 'рекорд', 'на', 'заразени', ',', 'много', 'починали', 'от', 'covid-19', 'у', 'нас']","['ужасът', 'расте', 'нов', 'рекорд', 'на', 'заразени', 'много', 'починали', 'от', 'covid19', 'у', 'нас']",6,3,1,1,0
ето какво сътвори току-що новата тройна коалиция против интересите на българия -,15-10-20 19:45,1,0,0,skandalno,1,-,False,12,5.75,0,"['ето', 'какво', 'сътвори', 'току-що', 'новата', 'тройна', 'коалиция', 'против', 'интересите', 'на', 'българия', '-']","['ето', 'какво', 'сътвори', 'токущо', 'новата', 'тройна', 'коалиция', 'против', 'интересите', 'на', 'българия']",3,2,0,1,0
казахстанската ванга: задава се най-страшното в европа и света -,15-10-20 19:01,0,0,0,skandalno,1,-,False,10,5.5,0,"['казахстанската', 'ванга', ':', 'задава', 'се', 'най-страшното', 'в', 'европа', 'и', 'света', '-']","['казахстанската', 'ванга', 'задава', 'се', 'найстрашното', 'в', 'европа', 'и', 'света']",3,3,0,1,0
преминаваме към зимно часово време и местим стрелките с час назад от – -,15-10-20 17:55,0,2,0,skandalno,0,-,False,14,4.214285714,0,"['преминаваме', 'към', 'зимно', 'часово', 'време', 'и', 'местим', 'стрелките', 'с', 'час', 'назад', 'от', '–', '-']","['преминаваме', 'към', 'зимно', 'часово', 'време', 'и', 'местим', 'стрелките', 'с', 'час', 'назад', 'от', '']",6,1,0,0,0
"идва студ, който светът не помни: сателит на наса с шокиращи данни",15-10-20 17:00,2,0,4,skandalno,1,данни,True,12,4.583333333,1,"['идва', 'студ', ',', 'който', 'светът', 'не', 'помни', ':', 'сателит', 'на', 'наса', 'с', 'шокиращи', 'данни']","['идва', 'студ', 'който', 'светът', 'не', 'помни', 'сателит', 'на', 'наса', 'с', 'шокиращи', 'данни']",4,2,0,1,0
само 2 марки шоколад на българския пазар наистина са шоколад -,15-10-20 16:01,0,0,0,skandalno,1,-,False,11,4.727272727,0,"['само', '2', 'марки', 'шоколад', 'на', 'българския', 'пазар', 'наистина', 'са', 'шоколад', '-']","['само', '2', 'марки', 'шоколад', 'на', 'българския', 'пазар', 'наистина', 'са', 'шоколад']",3,1,0,1,0
"топ-синоптик прогнозира още от сега: чака ни необикновена зима, ето и как ще завърши странното лято -",15-10-20 14:59,2,0,1,skandalno,1,-,False,17,5.0,0,"['топ-синоптик', 'прогнозира', 'още', 'от', 'сега', ':', 'чака', 'ни', 'необикновена', 'зима', ',', 'ето', 'и', 'как', 'ще', 'завърши', 'странното', 'лято', '-']","['топсиноптик', 'прогнозира', 'още', 'от', 'сега', 'чака', 'ни', 'необикновена', 'зима', 'ето', 'и', 'как', 'ще', 'завърши', 'странното', 'лято']",8,4,0,0,0
"напуснах семейството си, за да живея с любовника си, но от дома му си тръгнах като пребито куче -",15-10-20 14:20,0,0,0,skandalno,1,-,False,19,4.157894737,0,"['напуснах', 'семейството', 'си', ',', 'за', 'да', 'живея', 'с', 'любовника', 'си', ',', 'но', 'от', 'дома', 'му', 'си', 'тръгнах', 'като', 'пребито', 'куче', '-']","['напуснах', 'семейството', 'си', 'за', 'да', 'живея', 'с', 'любовника', 'си', 'но', 'от', 'дома', 'му', 'си', 'тръгнах', 'като', 'пребито', 'куче']",10,3,0,0,0
"извънредни новини за първата област у нас, която властта затвори заради к-19! -",15-10-20 12:45,0,0,0,skandalno,1,-,False,13,5.153846154,0,"['извънредни', 'новини', 'за', 'първата', 'област', 'у', 'нас', ',', 'която', 'властта', 'затвори', 'заради', 'к-19', '!', '-']","['извънредни', 'новини', 'за', 'първата', 'област', 'у', 'нас', 'която', 'властта', 'затвори', 'заради', 'к19']",6,4,1,0,0
"23-годишен се обеси в родопите, преди това публикувал въже във фейсбук",15-10-20 11:49,0,0,0,skandalno,1,фейсбук,True,11,5.454545455,0,"['23-годишен', 'се', 'обеси', 'в', 'родопите', ',', 'преди', 'това', 'публикувал', 'въже', 'във', 'фейсбук']","['23годишен', 'се', 'обеси', 'в', 'родопите', 'преди', 'това', 'публикувал', 'въже', 'във', 'фейсбук']",5,2,0,1,0
михаела филева се пусна без дрехи! (снимка),14-10-20 15:47,0,0,0,skandalno,1,(снимка),True,7,5.285714286,0,"['михаела', 'филева', 'се', 'пусна', 'без', 'дрехи', '!', '(', 'снимка', ')']","['михаела', 'филева', 'се', 'пусна', 'без', 'дрехи', '', 'снимка', '']",2,1,1,0,0
добри новини за пенсионерите от 2021-ва. борисов и ананиев ги съобщиха -,14-10-20 15:07,0,0,0,skandalno,1,-,False,12,5.083333333,0,"['добри', 'новини', 'за', 'пенсионерите', 'от', '2021-ва', '.', 'борисов', 'и', 'ананиев', 'ги', 'съобщиха', '-']","['добри', 'новини', 'за', 'пенсионерите', 'от', '2021ва', 'борисов', 'и', 'ананиев', 'ги', 'съобщиха']",4,3,0,0,0
борисов каза какви мерки следват след рекордния скок на заразени с к-19 видео,14-10-20 13:08,0,0,1,skandalno,1,видео,True,13,5.0,0,"['борисов', 'каза', 'какви', 'мерки', 'следват', 'след', 'рекордния', 'скок', 'на', 'заразени', 'с', 'к-19', 'видео']","['борисов', 'каза', 'какви', 'мерки', 'следват', 'след', 'рекордния', 'скок', 'на', 'заразени', 'с', 'к19', 'видео']",4,1,0,1,0
ванга предсказала каква ще е българия след коронавируса –,14-10-20 9:17,0,0,0,skandalno,1,–,False,9,5.444444444,0,"['ванга', 'предсказала', 'каква', 'ще', 'е', 'българия', 'след', 'коронавируса', '–']","['ванга', 'предсказала', 'каква', 'ще', 'е', 'българия', 'след', 'коронавируса', '']",4,0,0,0,0
"бедно семейство от българско село забогатя след техническа грешка, преведоха им по погрешка десетки хиляди левове",13-10-20 22:33,0,0,0,skandalno,1,левове,True,16,6.125,0,"['бедно', 'семейство', 'от', 'българско', 'село', 'забогатя', 'след', 'техническа', 'грешка', ',', 'преведоха', 'им', 'по', 'погрешка', 'десетки', 'хиляди', 'левове']","['бедно', 'семейство', 'от', 'българско', 'село', 'забогатя', 'след', 'техническа', 'грешка', 'преведоха', 'им', 'по', 'погрешка', 'десетки', 'хиляди', 'левове']",5,1,0,1,0
кошмарна гледка след бурята в бургас: небостъргачът се разпада снимки,13-10-20 21:30,1,0,0,skandalno,1,снимки,True,10,6.0,0,"['кошмарна', 'гледка', 'след', 'бурята', 'в', 'бургас', ':', 'небостъргачът', 'се', 'разпада', 'снимки']","['кошмарна', 'гледка', 'след', 'бурята', 'в', 'бургас', 'небостъргачът', 'се', 'разпада', 'снимки']",3,1,0,1,0
извънредно: здравният министър издаде нови заповеди заради к-19 ситуацията в българия -,13-10-20 21:10,0,0,0,skandalno,0,-,False,12,6.333333333,1,"['извънредно', ':', 'здравният', 'министър', 'издаде', 'нови', 'заповеди', 'заради', 'к-19', 'ситуацията', 'в', 'българия', '-']","['извънредно', 'здравният', 'министър', 'издаде', 'нови', 'заповеди', 'заради', 'к19', 'ситуацията', 'в', 'българия']",3,3,0,1,0
"в страшни мъки издъхна младият спортист, който погълна охлюв заради бас с приятели",14-01-21 20:14,0,0,0,nowini336,1,приятели,True,13,5.384615385,0,"['в', 'страшни', 'мъки', 'издъхна', 'младият', 'спортист', ',', 'който', 'погълна', 'охлюв', 'заради', 'бас', 'с', 'приятели']","['в', 'страшни', 'мъки', 'издъхна', 'младият', 'спортист', 'който', 'погълна', 'охлюв', 'заради', 'бас', 'с', 'приятели']",4,1,0,0,0
"сачева с много важни вести за най-бедните и пенсионерите, раздават пари",14-01-21 19:14,0,0,0,nowini336,1,пари,True,11,5.545454545,0,"['сачева', 'с', 'много', 'важни', 'вести', 'за', 'най-бедните', 'и', 'пенсионерите', ',', 'раздават', 'пари']","['сачева', 'с', 'много', 'важни', 'вести', 'за', 'найбедните', 'и', 'пенсионерите', 'раздават', 'пари']",4,2,0,0,0
климатолог ни разкри: каква зима ни очаква и какво ще бъде времето,14-01-21 18:14,1,0,0,nowini336,0,времето,True,12,4.583333333,0,"['климатолог', 'ни', 'разкри', ':', 'каква', 'зима', 'ни', 'очаква', 'и', 'какво', 'ще', 'бъде', 'времето']","['климатолог', 'ни', 'разкри', 'каква', 'зима', 'ни', 'очаква', 'и', 'какво', 'ще', 'бъде', 'времето']",7,1,0,0,0
безмилостна майка преби брутално 11-месечното си бебе в мадан,14-01-21 17:14,0,0,1,nowini336,1,мадан,True,9,5.888888889,0,"['безмилостна', 'майка', 'преби', 'брутално', '11-месечното', 'си', 'бебе', 'в', 'мадан']","['безмилостна', 'майка', 'преби', 'брутално', '11месечното', 'си', 'бебе', 'в', 'мадан']",2,1,0,0,0
"“мечтая да бъда булка” – глория най-сетне призна, че е сгодена. ето кога ще я видим в бяло (снимки):",14-01-21 16:43,0,0,0,nowini336,1,(снимки):,True,19,4.315789474,0,"['“', 'мечтая', 'да', 'бъда', 'булка', '”', '–', 'глория', 'най-сетне', 'призна', ',', 'че', 'е', 'сгодена', '.', 'ето', 'кога', 'ще', 'я', 'видим', 'в', 'бяло', '(', 'снимки', ')', ':']","['', 'мечтая', 'да', 'бъда', 'булка', '', '', 'глория', 'найсетне', 'призна', 'че', 'е', 'сгодена', 'ето', 'кога', 'ще', 'я', 'видим', 'в', 'бяло', '', 'снимки', '']",8,4,0,0,0
"15:50, бойко борисов даде зелена светлина: тази мярка пада!",14-01-21 16:13,0,0,0,nowini336,1,пада!,True,9,5.666666667,0,"['15:50', ',', 'бойко', 'борисов', 'даде', 'зелена', 'светлина', ':', 'тази', 'мярка', 'пада', '!']","['1550', 'бойко', 'борисов', 'даде', 'зелена', 'светлина', 'тази', 'мярка', 'пада']",1,4,1,1,0
момиче с рак на черния дроб посочи първите симптоми на болестта,14-01-21 15:43,1,0,0,nowini336,1,болестта,True,11,4.818181818,0,"['момиче', 'с', 'рак', 'на', 'черния', 'дроб', 'посочи', 'първите', 'симптоми', 'на', 'болестта']","['момиче', 'с', 'рак', 'на', 'черния', 'дроб', 'посочи', 'първите', 'симптоми', 'на', 'болестта']",3,0,0,1,0
"скръбна вест, почина обичаната бонка бонева",14-01-21 15:13,0,0,1,nowini336,0,бонева,True,6,6.333333333,1,"['скръбна', 'вест', ',', 'почина', 'обичаната', 'бонка', 'бонева']","['скръбна', 'вест', 'почина', 'обичаната', 'бонка', 'бонева']",0,1,0,0,0
извънредно: баща хвана и преби собственото си детенце на 2 годинки –,14-01-21 14:14,0,0,0,nowini336,1,–,False,12,4.75,1,"['извънредно', ':', 'баща', 'хвана', 'и', 'преби', 'собственото', 'си', 'детенце', 'на', '2', 'годинки', '–']","['извънредно', 'баща', 'хвана', 'и', 'преби', 'собственото', 'си', 'детенце', 'на', '2', 'годинки', '']",3,1,0,0,0
"мъж се натъкна на собствения си гроб, откри защо приятелите му са спрели да го търсят",14-01-21 13:14,0,0,0,nowini336,1,търсят,True,16,4.375,0,"['мъж', 'се', 'натъкна', 'на', 'собствения', 'си', 'гроб', ',', 'откри', 'защо', 'приятелите', 'му', 'са', 'спрели', 'да', 'го', 'търсят']","['мъж', 'се', 'натъкна', 'на', 'собствения', 'си', 'гроб', 'откри', 'защо', 'приятелите', 'му', 'са', 'спрели', 'да', 'го', 'търсят']",8,1,0,0,0
